frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz
33134, 0, 1104.433, 0.98, 1, 6.1, -27.9, 522.3, -0.229, 0.026, 0.047
33135, 0, 1104.467, 0.98, 1, 6.1, -27.9, 522.6, -0.229, 0.027, 0.048
33136, 0, 1104.500, 0.98, 1, 6.1, -27.9, 522.6, -0.229, 0.027, 0.048
33137, 0, 1104.533, 0.98, 1, 6.1, -27.9, 522.5, -0.229, 0.027, 0.047
33138, 0, 1104.567, 0.98, 1, 6.1, -27.9, 522.4, -0.229, 0.026, 0.047
33139, 0, 1104.600, 0.98, 1, 6.1, -27.8, 522.6, -0.229, 0.026, 0.046
33140, 0, 1104.633, 0.98, 1, 6.1, -27.8, 522.6, -0.228, 0.027, 0.046
33141, 0, 1104.667, 0.98, 1, 6.1, -27.7, 521.7, -0.229, 0.025, 0.047
33142, 0, 1104.700, 0.98, 1, 6.1, -27.7, 521.7, -0.224, 0.023, 0.048
33143, 0, 1104.733, 0.98, 1, 6.1, -27.7, 521.5, -0.221, 0.021, 0.050
33144, 0, 1104.767, 0.98, 1, 6.0, -27.6, 520.7, -0.218, 0.021, 0.051
33145, 0, 1104.800, 0.98, 1, 6.0, -27.6, 520.8, -0.217, 0.020, 0.051
33146, 0, 1104.833, 0.98, 1, 6.0, -27.6, 520.6, -0.215, 0.020, 0.051
33147, 0, 1104.867, 0.98, 1, 6.0, -27.6, 520.9, -0.215, 0.020, 0.051
33148, 0, 1104.900, 0.98, 1, 6.0, -27.6, 520.8, -0.216, 0.019, 0.051
33149, 0, 1104.933, 0.98, 1, 6.0, -27.6, 520.9, -0.217, 0.019, 0.051
33150, 0, 1104.967, 0.98, 1, 6.0, -27.6, 520.9, -0.217, 0.019, 0.052
33151, 0, 1105.000, 0.98, 1, 6.0, -27.5, 520.5, -0.214, 0.020, 0.052
33152, 0, 1105.033, 0.98, 1, 6.1, -27.5, 520.3, -0.215, 0.021, 0.051
33153, 0, 1105.067, 0.98, 1, 6.1, -27.5, 520.7, -0.216, 0.021, 0.050
33154, 0, 1105.100, 0.98, 1, 6.0, -27.5, 520.9, -0.217, 0.021, 0.050
33155, 0, 1105.133, 0.98, 1, 6.1, -27.5, 521.1, -0.217, 0.021, 0.050
33156, 0, 1105.167, 0.98, 1, 6.1, -27.5, 520.9, -0.218, 0.020, 0.050
33157, 0, 1105.200, 0.98, 1, 6.0, -27.5, 521.0, -0.221, 0.020, 0.050
33158, 0, 1105.233, 0.98, 1, 6.0, -27.4, 520.8, -0.224, 0.021, 0.049
33159, 0, 1105.267, 0.98, 1, 6.0, -27.4, 521.1, -0.225, 0.023, 0.049
33160, 0, 1105.300, 0.98, 1, 6.1, -27.4, 521.1, -0.226, 0.023, 0.049
33161, 0, 1105.333, 0.98, 1, 6.1, -27.4, 521.1, -0.227, 0.023, 0.049
33162, 0, 1105.367, 0.98, 1, 6.1, -27.5, 521.5, -0.229, 0.023, 0.049
33163, 0, 1105.400, 0.98, 1, 6.0, -27.5, 521.7, -0.229, 0.026, 0.049
33164, 0, 1105.433, 0.98, 1, 6.0, -27.4, 521.2, -0.230, 0.027, 0.048
33165, 0, 1105.467, 0.98, 1, 6.0, -27.4, 521.7, -0.232, 0.027, 0.048
33166, 0, 1105.500, 0.98, 1, 6.0, -27.4, 521.9, -0.234, 0.026, 0.048
33167, 0, 1105.533, 0.98, 1, 6.0, -27.4, 521.6, -0.235, 0.026, 0.048
33168, 0, 1105.567, 0.98, 1, 6.0, -27.4, 521.9, -0.234, 0.025, 0.048
33169, 0, 1105.600, 0.93, 1, 6.0, -27.5, 522.3, -0.230, 0.024, 0.050
33170, 0, 1105.633, 0.93, 1, 6.0, -27.5, 522.5, -0.228, 0.023, 0.050
33171, 0, 1105.667, 0.93, 1, 6.0, -27.5, 521.9, -0.225, 0.023, 0.051
33172, 0, 1105.700, 0.93, 1, 6.0, -27.5, 522.1, -0.226, 0.024, 0.050
33173, 0, 1105.733, 0.93, 1, 6.0, -27.5, 522.4, -0.226, 0.023, 0.050
33174, 0, 1105.767, 0.93, 1, 6.0, -27.5, 522.5, -0.223, 0.023, 0.050
33175, 0, 1105.800, 0.98, 1, 5.9, -27.5, 522.0, -0.225, 0.024, 0.051
33176, 0, 1105.833, 0.98, 1, 6.0, -27.5, 522.2, -0.227, 0.024, 0.051
33177, 0, 1105.867, 0.98, 1, 6.0, -27.5, 522.5, -0.227, 0.024, 0.051
33178, 0, 1105.900, 0.93, 1, 5.9, -27.5, 522.0, -0.227, 0.023, 0.051
33179, 0, 1105.933, 0.93, 1, 5.9, -27.5, 522.2, -0.226, 0.023, 0.050
33180, 0, 1105.967, 0.93, 1, 5.9, -27.5, 522.1, -0.226, 0.023, 0.051
33181, 0, 1106.000, 0.98, 1, 5.9, -27.5, 522.0, -0.225, 0.024, 0.052
33182, 0, 1106.033, 0.98, 1, 5.9, -27.5, 522.0, -0.224, 0.025, 0.051
33183, 0, 1106.067, 0.98, 1, 5.9, -27.5, 521.9, -0.224, 0.025, 0.051
33184, 0, 1106.100, 0.98, 1, 5.9, -27.4, 521.2, -0.223, 0.026, 0.050
33185, 0, 1106.133, 0.93, 1, 5.9, -27.4, 520.8, -0.225, 0.026, 0.051
33186, 0, 1106.167, 0.93, 1, 5.9, -27.4, 520.6, -0.226, 0.027, 0.050
33187, 0, 1106.200, 0.98, 1, 5.9, -27.4, 520.3, -0.226, 0.028, 0.050
33188, 0, 1106.233, 0.98, 1, 5.9, -27.4, 521.0, -0.224, 0.027, 0.051
33189, 0, 1106.267, 0.98, 1, 5.9, -27.4, 520.6, -0.223, 0.028, 0.051
33190, 0, 1106.300, 0.98, 1, 5.9, -27.5, 520.4, -0.222, 0.026, 0.052
33191, 0, 1106.333, 0.98, 1, 5.9, -27.5, 521.1, -0.219, 0.026, 0.052
33192, 0, 1106.367, 0.98, 1, 5.9, -27.6, 521.1, -0.218, 0.025, 0.053
33193, 0, 1106.400, 0.93, 1, 5.9, -27.7, 520.8, -0.220, 0.025, 0.053
33194, 0, 1106.433, 0.98, 1, 5.9, -27.6, 519.8, -0.222, 0.025, 0.052
33195, 0, 1106.467, 0.98, 1, 5.9, -27.5, 518.9, -0.223, 0.026, 0.053
33196, 0, 1106.500, 0.93, 1, 5.9, -27.4, 515.8, -0.213, 0.027, 0.053
33197, 0, 1106.533, 0.93, 1, 5.8, -27.4, 512.7, -0.197, 0.019, 0.054
33198, 0, 1106.567, 0.93, 1, 6.0, -27.4, 515.6, -0.204, 0.022, 0.056
33199, 0, 1106.600, 0.98, 1, 6.0, -27.4, 518.7, -0.213, 0.018, 0.055
33200, 0, 1106.633, 0.98, 1, 6.0, -27.3, 519.5, -0.222, 0.024, 0.054
33201, 0, 1106.667, 0.98, 1, 6.0, -27.4, 519.5, -0.223, 0.023, 0.054
33202, 0, 1106.700, 0.98, 1, 6.1, -27.4, 520.1, -0.224, 0.022, 0.053
33203, 0, 1106.733, 0.98, 1, 6.0, -27.4, 519.4, -0.223, 0.024, 0.053
33204, 0, 1106.767, 0.98, 1, 6.1, -27.3, 519.0, -0.220, 0.024, 0.052
33205, 0, 1106.800, 0.98, 1, 6.1, -27.3, 518.8, -0.220, 0.024, 0.052
33206, 0, 1106.833, 0.98, 1, 6.1, -27.3, 518.5, -0.220, 0.024, 0.052
33207, 0, 1106.867, 0.98, 1, 6.1, -27.3, 518.0, -0.221, 0.024, 0.052
33208, 0, 1106.900, 0.98, 1, 6.1, -27.2, 517.6, -0.220, 0.023, 0.053
33209, 0, 1106.933, 0.98, 1, 6.1, -27.3, 517.9, -0.219, 0.023, 0.053
33210, 0, 1106.967, 0.98, 1, 6.1, -27.2, 517.7, -0.219, 0.023, 0.053
33211, 0, 1107.000, 0.98, 1, 6.0, -27.2, 517.4, -0.221, 0.026, 0.054
33212, 0, 1107.033, 0.98, 1, 6.0, -27.2, 517.4, -0.223, 0.027, 0.053
33213, 0, 1107.067, 0.98, 1, 6.0, -27.2, 517.4, -0.224, 0.027, 0.053
33214, 0, 1107.100, 0.98, 1, 5.9, -27.1, 517.1, -0.222, 0.026, 0.052
33215, 0, 1107.133, 0.98, 1, 5.9, -27.1, 517.3, -0.221, 0.026, 0.052
33216, 0, 1107.167, 0.98, 1, 5.9, -27.1, 517.3, -0.221, 0.026, 0.051
33217, 0, 1107.200, 0.98, 1, 5.9, -27.1, 517.3, -0.221, 0.026, 0.052
33218, 0, 1107.233, 0.98, 1, 5.9, -27.1, 517.3, -0.220, 0.026, 0.051
33219, 0, 1107.267, 0.98, 1, 5.9, -27.1, 517.1, -0.222, 0.027, 0.050
33220, 0, 1107.300, 0.98, 1, 5.8, -27.1, 517.3, -0.223, 0.028, 0.052
33221, 0, 1107.333, 0.98, 1, 5.8, -27.1, 517.2, -0.225, 0.028, 0.051
33222, 0, 1107.367, 0.98, 1, 5.8, -27.0, 516.9, -0.225, 0.027, 0.052
33223, 0, 1107.400, 0.98, 1, 5.8, -27.0, 516.7, -0.224, 0.028, 0.052
33224, 0, 1107.433, 0.98, 1, 5.8, -27.0, 517.2, -0.225, 0.028, 0.052
33225, 0, 1107.467, 0.98, 1, 5.8, -27.0, 517.3, -0.225, 0.028, 0.052
33226, 0, 1107.500, 0.98, 1, 6.0, -26.8, 519.2, -0.214, 0.020, 0.053
33227, 0, 1107.533, 0.98, 1, 5.9, -26.9, 518.8, -0.209, 0.024, 0.056
33228, 0, 1107.567, 0.98, 1, 6.0, -26.9, 518.9, -0.208, 0.022, 0.056
33229, 0, 1107.600, 0.98, 1, 6.0, -26.9, 518.6, -0.209, 0.022, 0.055
33230, 0, 1107.633, 0.98, 1, 6.0, -26.9, 518.6, -0.209, 0.022, 0.054
33231, 0, 1107.667, 0.98, 1, 6.1, -26.8, 518.1, -0.210, 0.023, 0.053
33232, 0, 1107.700, 0.98, 1, 6.1, -26.8, 517.8, -0.211, 0.024, 0.052
33233, 0, 1107.733, 0.98, 1, 6.1, -26.9, 518.7, -0.212, 0.024, 0.051
33234, 0, 1107.767, 0.98, 1, 6.0, -26.9, 518.6, -0.210, 0.023, 0.051
33235, 0, 1107.800, 0.98, 1, 6.1, -26.9, 518.8, -0.209, 0.022, 0.051
33236, 0, 1107.833, 0.98, 1, 6.1, -26.8, 517.6, -0.211, 0.022, 0.051
33237, 0, 1107.867, 0.98, 1, 6.1, -26.8, 517.5, -0.212, 0.021, 0.051
33238, 0, 1107.900, 0.98, 1, 6.1, -26.8, 517.2, -0.211, 0.020, 0.051
33239, 0, 1107.933, 0.98, 1, 6.1, -26.8, 517.5, -0.210, 0.020, 0.052
33240, 0, 1107.967, 0.98, 1, 6.1, -26.8, 517.3, -0.209, 0.021, 0.051
33241, 0, 1108.000, 0.98, 1, 6.0, -26.9, 517.6, -0.209, 0.020, 0.052
33242, 0, 1108.033, 0.98, 1, 6.0, -26.9, 517.4, -0.208, 0.022, 0.051
33243, 0, 1108.067, 0.98, 1, 6.0, -26.9, 517.7, -0.210, 0.022, 0.052
33244, 0, 1108.100, 0.98, 1, 6.0, -26.9, 517.9, -0.212, 0.022, 0.052
33245, 0, 1108.133, 0.98, 1, 6.0, -26.9, 518.3, -0.214, 0.023, 0.052
33246, 0, 1108.167, 0.98, 1, 6.0, -26.9, 518.4, -0.214, 0.023, 0.051
33247, 0, 1108.200, 0.98, 1, 6.0, -26.9, 517.7, -0.213, 0.024, 0.051
33248, 0, 1108.233, 0.98, 1, 6.0, -26.9, 517.4, -0.213, 0.024, 0.051
33249, 0, 1108.267, 0.98, 1, 6.1, -26.9, 517.0, -0.212, 0.023, 0.050
33250, 0, 1108.300, 0.98, 1, 6.1, -27.0, 516.9, -0.212, 0.022, 0.052
33251, 0, 1108.333, 0.98, 1, 6.2, -27.2, 516.7, -0.209, 0.021, 0.051
33252, 0, 1108.367, 0.98, 1, 6.3, -27.3, 515.7, -0.210, 0.019, 0.050
33253, 0, 1108.400, 0.98, 1, 6.2, -27.2, 514.8, -0.212, 0.017, 0.048
33254, 0, 1108.433, 0.98, 1, 6.2, -27.2, 513.8, -0.213, 0.017, 0.047
33255, 0, 1108.467, 0.98, 1, 6.3, -27.4, 513.6, -0.209, 0.019, 0.046
33256, 0, 1108.500, 0.98, 1, 6.4, -27.6, 513.7, -0.209, 0.016, 0.045
33257, 0, 1108.533, 0.98, 1, 6.5, -27.8, 513.9, -0.207, 0.015, 0.042
33258, 0, 1108.567, 0.98, 1, 6.5, -27.9, 514.5, -0.209, 0.020, 0.041
33259, 0, 1108.600, 0.98, 1, 6.7, -28.1, 513.9, -0.211, 0.015, 0.038
33260, 0, 1108.633, 0.98, 1, 6.8, -28.2, 514.3, -0.208, 0.015, 0.036
33261, 0, 1108.667, 0.98, 1, 6.8, -28.4, 513.7, -0.206, 0.014, 0.031
33262, 0, 1108.700, 0.98, 1, 6.8, -28.6, 513.8, -0.204, 0.017, 0.030
33263, 0, 1108.733, 0.98, 1, 6.9, -28.9, 514.7, -0.201, 0.018, 0.028
33264, 0, 1108.767, 0.98, 1, 7.0, -29.1, 514.8, -0.209, 0.017, 0.026
33265, 0, 1108.800, 0.98, 1, 7.1, -29.1, 514.7, -0.207, 0.018, 0.023
33266, 0, 1108.833, 0.98, 1, 7.1, -29.0, 514.5, -0.202, 0.020, 0.024
33267, 0, 1108.867, 0.98, 1, 7.1, -28.6, 509.6, -0.205, 0.020, 0.026
33268, 0, 1108.900, 0.98, 1, 7.0, -28.3, 507.0, -0.197, 0.018, 0.025
33269, 0, 1108.933, 0.98, 1, 6.9, -28.1, 506.3, -0.188, 0.019, 0.027
33270, 0, 1108.967, 0.98, 1, 6.9, -28.2, 507.8, -0.191, 0.015, 0.026
33271, 0, 1109.000, 0.98, 1, 6.9, -28.1, 506.9, -0.192, 0.014, 0.026
33272, 0, 1109.033, 0.98, 1, 6.8, -28.3, 508.8, -0.195, 0.014, 0.025
33273, 0, 1109.067, 0.98, 1, 6.9, -28.2, 509.5, -0.196, 0.015, 0.026
33274, 0, 1109.100, 0.98, 1, 7.0, -28.5, 511.4, -0.206, 0.010, 0.024
33275, 0, 1109.133, 0.98, 1, 7.0, -28.8, 513.2, -0.212, 0.008, 0.024
33276, 0, 1109.167, 0.98, 1, 6.9, -29.0, 516.3, -0.211, 0.010, 0.022
33277, 0, 1109.200, 0.98, 1, 6.7, -29.2, 518.6, -0.218, 0.016, 0.020
33278, 0, 1109.233, 0.98, 1, 6.0, -29.3, 519.3, -0.224, 0.022, 0.014
33279, 0, 1109.267, 0.98, 1, 5.3, -29.4, 520.3, -0.220, 0.029, 0.012
33280, 0, 1109.300, 0.98, 1, 4.4, -29.2, 518.9, -0.216, 0.038, 0.006
33281, 0, 1109.333, 0.98, 1, 3.5, -29.0, 518.8, -0.215, 0.037, 0.001
33282, 0, 1109.367, 0.98, 1, 2.7, -28.8, 520.0, -0.210, 0.043, -0.002
33283, 0, 1109.400, 0.98, 1, 2.0, -28.7, 523.0, -0.212, 0.052, -0.005
33284, 0, 1109.433, 0.98, 1, 1.2, -28.4, 522.5, -0.215, 0.058, -0.005
33285, 0, 1109.467, 0.98, 1, 0.6, -28.3, 522.9, -0.209, 0.067, -0.003
33286, 0, 1109.500, 0.98, 1, 0.3, -28.1, 524.1, -0.213, 0.067, -0.003
33287, 0, 1109.533, 0.98, 1, -0.4, -28.0, 524.8, -0.211, 0.076, 0.003
33288, 0, 1109.567, 0.98, 1, -0.7, -28.0, 524.3, -0.210, 0.071, 0.001
33289, 0, 1109.600, 0.98, 1, -1.2, -27.9, 524.9, -0.206, 0.079, 0.005
33290, 0, 1109.633, 0.98, 1, -1.6, -27.8, 524.1, -0.197, 0.074, 0.002
33291, 0, 1109.667, 0.98, 1, -2.0, -27.5, 523.8, -0.198, 0.079, 0.001
33292, 0, 1109.700, 0.98, 1, -2.3, -27.2, 523.5, -0.198, 0.082, 0.002
33293, 0, 1109.733, 0.98, 1, -2.8, -27.0, 524.0, -0.198, 0.083, -0.002
33294, 0, 1109.767, 0.98, 1, -3.0, -27.0, 523.5, -0.197, 0.078, -0.004
33295, 0, 1109.800, 0.98, 1, -3.4, -26.8, 523.7, -0.196, 0.088, -0.004
33296, 0, 1109.833, 0.98, 1, -3.6, -26.7, 523.1, -0.195, 0.090, -0.006
33297, 0, 1109.867, 0.98, 1, -4.2, -26.6, 522.8, -0.194, 0.091, -0.010
33298, 0, 1109.900, 0.98, 1, -4.3, -26.6, 522.7, -0.189, 0.096, -0.010
33299, 0, 1109.933, 0.98, 1, -4.7, -26.5, 521.8, -0.186, 0.091, -0.015
33300, 0, 1109.967, 0.98, 1, -5.2, -25.9, 516.6, -0.180, 0.097, -0.013
33301, 0, 1110.000, 0.98, 1, -5.3, -25.7, 514.3, -0.177, 0.098, -0.013
33302, 0, 1110.033, 0.98, 1, -5.7, -25.4, 513.3, -0.169, 0.097, -0.011
33303, 0, 1110.067, 0.98, 1, -6.0, -25.0, 510.9, -0.170, 0.105, -0.013
33304, 0, 1110.100, 0.98, 1, -6.2, -24.7, 508.9, -0.169, 0.103, -0.018
33305, 0, 1110.133, 0.98, 1, -6.4, -24.4, 511.1, -0.165, 0.109, -0.021
33306, 0, 1110.167, 0.98, 1, -6.6, -23.9, 509.0, -0.156, 0.115, -0.023
33307, 0, 1110.200, 0.98, 1, -6.9, -23.8, 510.6, -0.158, 0.118, -0.024
33308, 0, 1110.233, 0.98, 1, -7.2, -24.0, 510.1, -0.157, 0.120, -0.024
33309, 0, 1110.267, 0.98, 1, -7.6, -24.9, 512.2, -0.172, 0.119, -0.024
33310, 0, 1110.300, 0.98, 1, -8.5, -25.6, 513.8, -0.174, 0.116, -0.023
33311, 0, 1110.333, 0.98, 1, -8.9, -25.9, 515.3, -0.173, 0.119, -0.022
33312, 0, 1110.367, 0.98, 1, -9.2, -26.0, 516.7, -0.170, 0.120, -0.020
33313, 0, 1110.400, 0.98, 1, -9.4, -26.1, 517.0, -0.171, 0.122, -0.019
33314, 0, 1110.433, 0.93, 1, -9.2, -25.9, 509.8, -0.154, 0.120, -0.010
33315, 0, 1110.467, 0.93, 1, -8.8, -25.2, 506.6, -0.148, 0.115, -0.012
33316, 0, 1110.500, 0.93, 1, -8.1, -25.3, 504.9, -0.156, 0.105, -0.015
33317, 0, 1110.533, 0.93, 1, -7.4, -25.3, 505.9, -0.166, 0.098, -0.020
33318, 0, 1110.567, 0.93, 1, -7.2, -25.4, 509.1, -0.181, 0.099, -0.021
33319, 0, 1110.600, 0.98, 1, -7.6, -25.0, 511.4, -0.189, 0.106, -0.023
33320, 0, 1110.633, 0.98, 1, -8.2, -24.6, 511.6, -0.180, 0.117, -0.022
33321, 0, 1110.667, 0.98, 1, -9.2, -24.3, 510.6, -0.173, 0.129, -0.022
33322, 0, 1110.700, 0.98, 1, -11.0, -24.3, 513.2, -0.153, 0.140, -0.015
33323, 0, 1110.733, 0.98, 1, -12.0, -24.6, 517.3, -0.155, 0.129, 0.004
33324, 0, 1110.767, 0.98, 1, -10.7, -24.9, 516.0, -0.158, 0.131, -0.009
33325, 0, 1110.800, 0.98, 1, -11.5, -25.0, 518.3, -0.154, 0.134, -0.010
33326, 0, 1110.833, 0.98, 1, -12.0, -25.2, 520.9, -0.159, 0.124, 0.001
33327, 0, 1110.867, 0.98, 1, -10.8, -25.2, 520.0, -0.155, 0.133, -0.012
33328, 0, 1110.900, 0.93, 1, -11.9, -25.0, 519.2, -0.137, 0.149, -0.006
33329, 0, 1110.933, 0.93, 1, -12.7, -25.0, 516.9, -0.126, 0.143, 0.006
33330, 0, 1110.967, 0.93, 1, -13.2, -25.0, 511.1, -0.111, 0.150, 0.010
33331, 0, 1111.000, 0.93, 1, -13.6, -25.4, 506.3, -0.106, 0.150, 0.006
33332, 0, 1111.033, 0.88, 1, -14.5, -26.7, 508.7, -0.116, 0.147, -0.004
33333, 0, 1111.067, 0.88, 1, -16.3, -28.2, 512.1, -0.110, 0.155, -0.017
33334, 0, 1111.100, 0.88, 1, -17.6, -28.2, 508.7, -0.092, 0.157, -0.030
33335, 0, 1111.133, 0.88, 1, -18.5, -27.2, 506.6, -0.073, 0.168, -0.034
33336, 0, 1111.167, 0.93, 1, -18.5, -27.1, 505.6, -0.076, 0.154, -0.035
33337, 0, 1111.200, 0.88, 1, -18.5, -26.9, 507.8, -0.079, 0.152, -0.027
33338, 0, 1111.233, 0.88, 1, -17.6, -27.1, 509.1, -0.098, 0.131, -0.026
33339, 0, 1111.267, 0.93, 1, -15.6, -27.9, 511.7, -0.122, 0.119, -0.026
33340, 0, 1111.300, 0.88, 1, -13.7, -28.3, 513.3, -0.169, 0.145, -0.036
33341, 0, 1111.333, 0.88, 1, -13.6, -29.3, 519.0, -0.176, 0.138, -0.015
33342, 0, 1111.367, 0.98, 1, -11.3, -30.1, 520.1, -0.187, 0.116, -0.003
33343, 0, 1111.400, 0.98, 1, -8.9, -30.4, 522.4, -0.198, 0.135, 0.009
33344, 0, 1111.433, 0.98, 1, -6.9, -30.5, 522.3, -0.204, 0.138, 0.026
33345, 0, 1111.467, 0.98, 1, -4.8, -30.4, 521.8, -0.213, 0.135, 0.043
33346, 0, 1111.500, 0.98, 1, -3.0, -30.2, 522.5, -0.220, 0.119, 0.052
33347, 0, 1111.533, 0.98, 1, -1.6, -29.9, 521.4, -0.217, 0.111, 0.055
33348, 0, 1111.567, 0.98, 1, -0.6, -29.9, 521.1, -0.209, 0.106, 0.055
33349, 0, 1111.600, 0.98, 1, 0.2, -30.0, 521.4, -0.200, 0.104, 0.052
33350, 0, 1111.633, 0.98, 1, 1.0, -29.9, 523.7, -0.204, 0.106, 0.050
33351, 0, 1111.667, 0.98, 1, 1.6, -29.6, 522.5, -0.201, 0.102, 0.048
33352, 0, 1111.700, 0.98, 1, 2.2, -29.3, 521.8, -0.199, 0.104, 0.050
33353, 0, 1111.733, 0.98, 1, 2.6, -29.2, 521.5, -0.196, 0.103, 0.051
33354, 0, 1111.767, 0.98, 1, 3.1, -29.3, 521.6, -0.193, 0.108, 0.051
33355, 0, 1111.800, 0.98, 1, 3.5, -29.4, 523.4, -0.199, 0.111, 0.052
33356, 0, 1111.833, 0.98, 1, 4.0, -29.3, 523.3, -0.200, 0.114, 0.050
33357, 0, 1111.867, 0.98, 1, 4.3, -29.0, 522.0, -0.192, 0.111, 0.050
33358, 0, 1111.900, 0.98, 1, 5.0, -28.4, 520.0, -0.188, 0.113, 0.045
33359, 0, 1111.933, 0.93, 1, 5.5, -27.4, 516.4, -0.185, 0.106, 0.044
33360, 0, 1111.967, 0.98, 1, 5.7, -26.8, 514.6, -0.186, 0.108, 0.044
33361, 0, 1112.000, 0.98, 1, 5.9, -26.4, 513.5, -0.188, 0.109, 0.043
33362, 0, 1112.033, 0.98, 1, 6.0, -26.5, 514.0, -0.192, 0.111, 0.045
33363, 0, 1112.067, 0.98, 1, 6.0, -27.0, 516.5, -0.191, 0.107, 0.050
33364, 0, 1112.100, 0.98, 1, 6.2, -27.3, 518.9, -0.189, 0.103, 0.049
33365, 0, 1112.133, 0.98, 1, 6.3, -27.3, 520.8, -0.191, 0.099, 0.050
33366, 0, 1112.167, 0.98, 1, 6.5, -27.3, 521.2, -0.194, 0.096, 0.051
33367, 0, 1112.200, 0.98, 1, 6.5, -27.1, 521.5, -0.191, 0.092, 0.050
33368, 0, 1112.233, 0.98, 1, 6.4, -26.9, 521.2, -0.190, 0.086, 0.047
33369, 0, 1112.267, 0.98, 1, 6.2, -26.6, 520.7, -0.189, 0.085, 0.051
33370, 0, 1112.300, 0.98, 1, 5.7, -26.7, 522.5, -0.187, 0.089, 0.056
33371, 0, 1112.333, 0.98, 1, 5.3, -26.8, 523.3, -0.190, 0.094, 0.056
33372, 0, 1112.367, 0.98, 1, 4.8, -26.8, 522.9, -0.186, 0.098, 0.056
33373, 0, 1112.400, 0.98, 1, 4.4, -26.7, 522.3, -0.187, 0.097, 0.058
33374, 0, 1112.433, 0.98, 1, 4.1, -26.6, 522.1, -0.185, 0.101, 0.059
33375, 0, 1112.467, 0.98, 1, 4.1, -26.6, 523.5, -0.194, 0.103, 0.060
33376, 0, 1112.500, 0.98, 1, 4.1, -26.5, 523.4, -0.189, 0.103, 0.061
33377, 0, 1112.533, 0.98, 1, 4.0, -26.6, 524.3, -0.191, 0.104, 0.062
33378, 0, 1112.567, 0.98, 1, 3.8, -26.6, 524.5, -0.189, 0.111, 0.062
33379, 0, 1112.600, 0.98, 1, 3.8, -26.6, 524.5, -0.189, 0.109, 0.061
33380, 0, 1112.633, 0.98, 1, 3.7, -26.5, 525.1, -0.185, 0.109, 0.059
33381, 0, 1112.667, 0.98, 1, 3.7, -26.5, 525.4, -0.180, 0.107, 0.058
33382, 0, 1112.700, 0.98, 1, 3.7, -26.1, 524.8, -0.183, 0.107, 0.054
33383, 0, 1112.733, 0.98, 1, 4.1, -25.8, 524.0, -0.188, 0.100, 0.047
33384, 0, 1112.767, 0.98, 1, 4.6, -25.6, 522.4, -0.185, 0.086, 0.043
33385, 0, 1112.800, 0.98, 1, 5.4, -25.1, 522.3, -0.181, 0.077, 0.036
33386, 0, 1112.833, 0.98, 1, 5.9, -24.5, 518.2, -0.188, 0.071, 0.033
33387, 0, 1112.867, 0.98, 1, 6.0, -24.4, 518.7, -0.187, 0.072, 0.033
33388, 0, 1112.900, 0.98, 1, 6.1, -24.2, 520.5, -0.179, 0.070, 0.036
33389, 0, 1112.933, 0.98, 1, 5.5, -24.1, 520.8, -0.178, 0.081, 0.041
33390, 0, 1112.967, 0.98, 1, 4.6, -23.9, 521.6, -0.171, 0.091, 0.047
33391, 0, 1113.000, 0.98, 1, 3.4, -23.6, 521.8, -0.172, 0.117, 0.051
33392, 0, 1113.033, 0.98, 1, 2.6, -23.5, 521.2, -0.164, 0.132, 0.054
33393, 0, 1113.067, 0.98, 1, 2.6, -23.6, 521.7, -0.166, 0.134, 0.056
33394, 0, 1113.100, 0.98, 1, 2.8, -23.5, 521.7, -0.165, 0.127, 0.056
33395, 0, 1113.133, 0.98, 1, 4.0, -23.2, 520.1, -0.165, 0.107, 0.052
33396, 0, 1113.167, 0.98, 1, 5.4, -23.0, 520.7, -0.165, 0.089, 0.047
33397, 0, 1113.200, 0.98, 1, 5.7, -22.9, 520.7, -0.162, 0.078, 0.040
33398, 0, 1113.233, 0.98, 1, 5.3, -22.9, 522.1, -0.164, 0.089, 0.035
33399, 0, 1113.267, 0.98, 1, 4.3, -22.7, 521.5, -0.153, 0.103, 0.030
33400, 0, 1113.300, 0.98, 1, 2.6, -22.7, 522.1, -0.142, 0.121, 0.026
33401, 0, 1113.333, 0.98, 1, 1.7, -22.7, 521.3, -0.137, 0.127, 0.019
33402, 0, 1113.367, 0.98, 1, 1.4, -22.7, 520.4, -0.138, 0.119, 0.011
33403, 0, 1113.400, 0.98, 1, 1.5, -22.8, 521.1, -0.140, 0.107, 0.007
33404, 0, 1113.433, 0.98, 1, 1.7, -22.8, 521.3, -0.146, 0.100, 0.001
33405, 0, 1113.467, 0.98, 1, 1.5, -22.8, 520.1, -0.143, 0.098, -0.004
33406, 0, 1113.500, 0.98, 1, 0.3, -23.0, 521.1, -0.140, 0.112, -0.009
33407, 0, 1113.533, 0.98, 1, -1.5, -23.0, 519.7, -0.142, 0.131, -0.010
33408, 0, 1113.567, 0.98, 1, -2.7, -23.2, 518.8, -0.144, 0.146, -0.012
33409, 0, 1113.600, 0.98, 1, -4.3, -23.4, 520.5, -0.130, 0.137, -0.001
33410, 0, 1113.633, 0.98, 1, -2.6, -23.7, 520.5, -0.148, 0.129, -0.011
33411, 0, 1113.667, 0.98, 1, -1.4, -23.9, 521.0, -0.158, 0.117, -0.021
